thread_id,inbound_text,outbound_text,provisional_intent,true_intent,good_reply_notes,true_action
amz_thread_0118,@AmazonHelp Thank you so much once again for kinds of word,@116921 You're welcome Dhiraj. :),Other,Other,You're very welcome. We appreciate your kind words and are glad we could help. Please know we’re always here if you need assistance again,AUTO_HANDLE
amz_thread_0130,"@115850 I have stopped ordering from your site, Amazon courier guys are very rude. I have given similar complaints to u no of tyms.",@117088 Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. 2/2 ^HD,Other,Other,"We’re very sorry to hear about your repeated experiences with courier behavior. I’ve enabled direct messaging so we can review this further. Please share more details there, without posting personal info publicly",ESCALATE
amz_thread_0075,"just noticed I paid £4.95 delivery on Amazon simply because I did not select the FREE delivery option, after I spent enough to qualify... what a RIP OFF, why is it not free automatically when qualifying @115830","@116586 Hi, you can edit your order at any time before it enters the dispatch process. To do this please check out our help page: https://t.co/wRa3FyXyBb ^KI",Other,Other,"We’re sorry to hear about the delivery charge issue and understand your frustration. Free delivery must be selected at checkout, but we’d like to review your order further. I’ve enabled direct messaging so you can share details securely",ESCALATE
amz_thread_0092,@115821 Apparently if you preorder something then move and update your address the preorder doesn't update automagically. #lessonlearned?,"@116847 Uh oh! If you can't recover it, please reach out to us here and we'll see what options are available: https://t.co/VoPytkt92p ^MB",Other,Other,"We’re sorry to hear about the preorder address issue and understand your frustration. Address updates don’t automatically apply to existing preorders, but we’d like to review this further. I’ve enabled direct messaging so you can share details securely",ESCALATE
amz_thread_0084,"@AmazonHelp Many times, but still failing, and it happen with some show",@116617 Is this still ongoing? What devices are you using? ^AN,Other,Other,We’re sorry to hear you’re experiencing repeated issues with streaming certain shows. I’ve enabled direct messaging so we can review your account and troubleshoot further,ESCALATE
amz_thread_0098,"To the person or persons that stole that big, heavy Amazon box of my porch today: enjoy 200 13 gallon garbage bags!","@116850 Oh no! Have you had a chance to report this to us: https://t.co/CYqkdUakWJ? If so, what options and insight did we provide? ^GM",Delivery Tracking,Delivery Tracking,"Oh no, we’re sorry to hear your package was stolen. Please report this to us here: https://t.co/CYqkdUakWJ so we can review your options. I’ve enabled direct messaging if you’d like to share details securely.",ESCALATE
amz_thread_0203,@AmazonHelp @115766 Can I get a confirmation that it will ship tomorrow?,@117957 We always strive to get your order to you at the stated expected delivery time that is stated at the time of checkout ^CH,Delivery Tracking,Delivery Tracking,We always strive to get your order to you by the expected delivery date shown at checkout. I’ve enabled direct messaging so we can review your order details,AUTO_HANDLE
amz_thread_0202,@115821 where’s my damn nutribullet,@117956 I'm sorry you haven't received your item! Can you tell us who the carrier is? Found here: https://t.co/q4LAMZ3tbE ^AC,Delivery Tracking,Delivery Tracking,We’re sorry you haven’t received your Nutribullet. Can you let us know who the carrier is? You can find this here: https://t.co/q4LAMZ3tbE.,ESCALATE
amz_thread_0176,The reliability of @115821 2 Day Prime is hitting an all time low. Not sure what is going on over there.,"@117796 I'm sorry for any trouble, Chris! We're here to help. Are you having trouble with a specific order? ^BL",Delivery Tracking,Delivery Tracking,"We’re sorry to hear about your concerns with Prime delivery reliability. Prime is designed to provide consistent fast shipping, and we’d like to review your recent orders.",ESCALATE
amz_thread_0143,"@115830 when you can't get my Prime order to me on time, what happens? I needed it on time! It's a gift! Your courier not up to the job?","@117494 We're unable to view your account, but we'd like to help in real-time, via phone or chat here: https://t.co/JzP7hlA23B ^NN",Delivery Tracking,Delivery Tracking,"""We’re sorry your Prime order didn’t arrive on time, especially since it was meant as a gift. We’d like to help in real‑time — please reach us via phone or chat here: https://t.co/JzP7hlA23B. That way we can review your order and provide immediate options.",ESCALATE
amz_thread_0245,@AmazonHelp what the hell is going on?! Today's last day to deliver and still not shipped!! Should I pledge that I won't ever order from u?!,"@118356 I understand your concern, Nihal. Could you confirm if you've report this to our team using the link provided earlier? ^HD",Delivery Tracking,Delivery Tracking,"I understand your concern about the order not shipping yet, especially since today is the last day for delivery. Please confirm if you’ve reported this to our team using the link provided earlier so we can assist in real‑time. We want to make sure your order is reviewed without delay.",ESCALATE
amz_thread_0242,@AmazonHelp My Halloween costume is a day late. Can you help?,"@118354 I'm so sorry we've let you down. Please reach us here: https://t.co/hApLpMlfHN, so we can explore options with you. ^LL",Delivery Tracking,Delivery Tracking,I’m so sorry your Halloween costume arrived late — we understand how important timing is for this order. Please reach us here: https://t.co/hApLpMlfHN so we can explore options with you. We’ll do our best to make this right,ESCALATE
amz_thread_0146,@AmazonHelp Well it says arriving today but honestly I know that’s fake as looked last four days and it’s still the same then https://t.co/3T23E69GE0,"@117498 I understand your concern. At your earliest convenience, we'd like to look into this with you: https://t.co/oGDklGgbCZ ^GM",Delivery Tracking,Delivery Tracking,"I understand your concern about the tracking showing ‘arriving today’ without updates for several days. At your earliest convenience, please reach us here: https://t.co/oGDklGgbCZ so we can look into this with you. We’ll review your order and provide the next steps.",ESCALATE
amz_thread_0025,@115850 @115821 @AmazonHelp @115851 Order# 3632693-6196346. You couldn't deliver EVEN AFTER A MONTH. You should be ashamed of yourself.,@115849 Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. 2/2 ^HD,Delivery Tracking,Delivery Tracking,I’m truly sorry your order hasn’t been delivered even after a month — that’s not the experience we want for you. Please report this to our support team here: https://t.co/TdDksLo6Mf so we can look into it right away. We’ll review your order details and provide the next steps,ESCALATE
amz_thread_0002,"@AmazonHelp 3 different people have given 3 different answers and I still don't have my order. Says delivered Saturday, was not, I was home all day",@115820 We'd like to take a further look into this with you! Please reach us by phone or chat here: https://t.co/hApLpMlfHN ^AG,Delivery Tracking,Delivery Tracking,"I understand how frustrating it must be to see your order marked as delivered when you were home and didn’t receive it, especially after getting different answers. Please reach us here: https://t.co/oGDklGgbCZ so we can review your order details and provide clear next steps. 
",ESCALATE
amz_thread_0054,@AmazonHelp Yeah I sent you a DM too. Had an email saying when it had been dispatched but nothing since.,@116314 We're unable to view any account information via Twitter. What's the current tracking shown here: https://t.co/aaDyEz1VgE? ^AG,Delivery Tracking,Delivery Tracking,"I understand your concern about not seeing any updates after the dispatch email. While we’re unable to view account details here, could you check the current tracking status at https://t.co/aaDyEz1VgE and share what it shows? That will help us guide you further. ^AG
",ESCALATE
amz_thread_0099,"Hey @115821, maybe don't ask people to pay $8 for ""launch day arrival"" if you're not going to ship the package until the day after launch!","@116851 I'm sorry for the poor experience, Skylar. Were you given a reason for the delay? Check here: https://t.co/KhGfgWxX2q ^FD",Delivery Tracking,Delivery Tracking,"I’m sorry for the poor experience with your launch day order. Since you paid for launch day arrival, we’d like to understand why the package shipped late. Were you given any reason for the delay? You can also check the current status here: https://t.co/KhGfgWxX2q ^FD
",ESCALATE
amz_thread_0239,"@AmazonHelp Carrier: AMZL US, Tracking #: TBA516106123000","@118235 I'd like someone from my team to check into this. When you can, please drop your details here: https://t.co/jNvrqbIPwn ^BL",Delivery Tracking,Delivery Tracking,"Thanks for sharing the carrier and tracking details. I’d like someone from our team to check into this further. When you can, please drop your information here: https://t.co/jNvrqbIPwn so we can review your order and provide the next steps. ^BL
",ESCALATE
amz_thread_0252,@115821 thanks for such thoughtful packing. Must be why it takes so long to ship #whoneedspeanuts #oversized https://t.co/c3quxqnvqi,@118503 That does seem excessive. Help us improve by leaving order specific packaging feedback here: https://t.co/TH7UAFZey5. ^EZ,Delivery Tracking,Delivery Tracking,"That does seem like excessive packaging, and we appreciate you pointing it out. To help us improve, please leave order‑specific packaging feedback here: https://t.co/TH7UAFZey5. Your input helps us refine our processes. ^EZ
",ESCALATE
amz_thread_0218,@AmazonHelp still have not received my package I paid extra for guaranteed next day. Won't do that again,@118086 I'm sorry your order hasn't arrived! What is the delivery date shown in the confirmation e-mail: https://t.co/CTNCjpcgOm? ^SJ,Delivery Tracking,Delivery Tracking,"I’m sorry your package hasn’t arrived despite paying for guaranteed next‑day delivery. Could you confirm the delivery date shown in your confirmation email here: https://t.co/CTNCjpcgOm? That will help us review the order and assist further. ^AG
",ESCALATE
amz_thread_0006,@115830 my package was ‘accidentally’ opened.. 4 items missing worth £97. You need better delivery drivers!! https://t.co/f6SaVBSMqM,@115829 I'm sorry your order arrived in this condition! Please reach out to us for available options: https://t.co/JzP7hlA23B ^DG,Damaged/Wrong Item,Damaged/Wrong Item,"I’m sorry your order arrived opened and with items missing — that’s not the experience we want for you. Please reach out to us here: https://t.co/JzP7hlA23B so we can review your order and discuss available options. ^DG
",ESCALATE
amz_thread_0231,My drying rack was broken when I opened the box. What should I do @115821? https://t.co/II4YnrWx0E,"@118092 I'm sorry your order arrived damaged, Marsha! You can see available options for that item here: https://t.co/T994nVbxA2 ^LA",Damaged/Wrong Item,Damaged/Wrong Item,"I’m sorry your drying rack arrived damaged. You can see available options for that item here: https://t.co/T994nVbxA2 so we can help resolve this for you. ^LA
",ESCALATE
amz_thread_0181,"@115821 , #fake I phone 7 received from amazon , order India - order ID: 171-8960684-6076325, amazon India has refused to replace @115850 https://t.co/iHDriblZw9",@117791 Sorry for the trouble with the order. We've emailed you here: https://t.co/DhLEO2IzjY Kindly check and respond. Please 1/2,Damaged/Wrong Item,Damaged/Wrong Item,"Sorry for the trouble with your order and the concern about receiving a fake item. We’ve sent you an email regarding this case — please check and respond so our team can assist further: https://t.co/DhLEO2IzjY ^DG
",ESCALATE
amz_thread_0019,"@115821, it’d be nice if the book I waited 4 months for wasn’t damaged inside of an undented box. #twinpeaks #twin… https://t.co/Lac4K7iQzJ https://t.co/JroqJKrH9Q",@115839 I'm sorry your book arrived this way! You can find replacement/refund options here: https://t.co/zRrkpVcaDF ^VS,Damaged/Wrong Item,Damaged/Wrong Item,"I’m sorry your book arrived damaged after such a long wait. You can find replacement or refund options for that item here: https://t.co/zRrkpVcaDF so we can help resolve this for you. ^VS
",ESCALATE
amz_thread_0109,"@AmazonHelp AMZL US Tracking ID TBA566517950000 it says delivered to mail room, I checked the mail and the front offce, the driver listed 1 package, in that one package was my XLR cables...I'm missing the controller.","@116914 I understand your frustration! Our team would like a chance to address this concern. At your convenience, include your details here: https://t.co/hKZOmv3DMU ^SJ",Damaged/Wrong Item,Damaged/Wrong Item,"I understand your frustration with receiving only part of your order. Our team would like a chance to address this concern. At your convenience, please include your details here: https://t.co/hKZOmv3DMU so we can review and assist further. ^SJ
",ESCALATE
amz_thread_0090,@115830 website impossible to navigate - all I want to do is email about a faulty item - 20 min going round in circles. Infuriating 😡😡😡,@116845 I'm sorry for the trouble! Let's go over your available options here: https://t.co/JzP7hlA23B ^LL,Damaged/Wrong Item,Damaged/Wrong Item,"I’m sorry for the frustration with navigating the site while trying to report a faulty item. Let’s go over your available options here: https://t.co/JzP7hlA23B so we can help resolve this for you. ^LL
",ESCALATE
amz_thread_0170,"@115821 , #fake I phone 7 received from amazon , India - order ID: amazon India has refused to replace @115850 pictures attach herewith. https://t.co/iYmtFWzE6o","@117791 Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. 2/2 ^MK",Damaged/Wrong Item,Damaged/Wrong Item,"I’m sorry to hear about the concern with your order and the claim of receiving a fake item. For your security, please don’t share personal details publicly here. Our team has reached out via email regarding this case — kindly check and respond so we can assist further. ^MK
",ESCALATE
amz_thread_0045,"@AmazonHelp Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted.","@116091 We'd like to look into this with you in real time, Bry. When you can, please ring or chat in with us: https://t.co/JzP7hlA23B ^BL",Damaged/Wrong Item,Damaged/Wrong Item,"I understand your concern about receiving counterfeit items. We’d like to look into this with you in real time. When you can, please ring or chat with us here: https://t.co/JzP7hlA23B so our team can assist further. ^BL
",ESCALATE
amz_thread_0243,Seriously @115821 what is up with ordering things and it being open? You guys shipping returned items. 2nd day in a row this happens :SMH: https://t.co/gMyT1z9Zu1,@118355 We do not want this to happen and are eager to help. Reach out to us for more assistance here: https://t.co/hApLpMlfHN ^LM,Damaged/Wrong Item,Damaged/Wrong Item,"We don’t want this to happen and understand how frustrating it is to receive opened packages. Please reach out to us here: https://t.co/hApLpMlfHN so our team can review your orders and assist further. ^LM
",ESCALATE
amz_thread_0182,@AmazonHelp Was sent this item in 6x9 size. Trying to return &amp; UPS did not show up today. I'd keep item if I could get refund for price difference. https://t.co/G1a6por32Z,@117798 We would like to investigate further with you. Please reach out to us at your convenience: https://t.co/hApLpMlfHN ^JP,Damaged/Wrong Item,Damaged/Wrong Item,"I understand your frustration with receiving the wrong size and the missed UPS pickup. We’d like to investigate this further with you. Please reach out to us at your convenience here: https://t.co/hApLpMlfHN so our team can review your order and assist. ^JP
",ESCALATE
amz_thread_0173,Ordered cases for our new iPhone X and @115821 sent me iPhone 8 cases for BOTH ones. NOT THE SAME PHONE! #pissed,@117793 I'm sorry you didn't receive the correct items! I recommend trying the steps here for wrong items: https://t.co/3B6iUhjS3U ^SJ,Damaged/Wrong Item,Damaged/Wrong Item,"I’m sorry you didn’t receive the correct iPhone X cases. I recommend trying the steps here for wrong items: https://t.co/3B6iUhjS3U so we can help resolve this for you. ^SJ
",ESCALATE
amz_thread_0044,Two fake items in one day. Time to cancel my Amazon Prime membership. @AmazonHelp,@116091 Oh no! I'm so sorry to hear this. Was the item sold by Amazon directly or Third-party seller: https://t.co/aaDyEz1VgE. ^LH,Damaged/Wrong Item,Damaged/Wrong Item,"Oh no, I’m so sorry to hear you received counterfeit items. Was the order sold directly by Amazon or through a third‑party seller? You can check here: https://t.co/aaDyEz1VgE so we can better assist you. ^LH
",ESCALATE
amz_thread_0141,@115821 So for the 4th time the package I ordered was tossed onto my property instead of being left on my front porch. It was raining. Package wet. I’ve complained repeatedly to no avail. Since Amazon switched from USPS to local delivery Svc the SERVICE is terrible.,@117198 I am so sorry this has happened. Can you please clarify the carrier for us? We want to assist! You can see that info here: https://t.co/WvaNTeDWQh ^BA,Damaged/Wrong Item,Damaged/Wrong Item,"I’m so sorry this has happened repeatedly and that your package was left out in the rain. Can you please clarify the carrier for us? You can see that info here: https://t.co/WvaNTeDWQh so we can assist further. ^BA
",ESCALATE
amz_thread_0291,"Hi @AmazonHelp, I’ve purchased something via your app and it’s broken! How can I get it replaced?","@118710 Hi, Reece! I'm sorry about the broken item. You can check into options here: https://t.co/Ueduyt85xq ^BL",Damaged/Wrong Item,Damaged/Wrong Item,"Hi there! I’m sorry your item arrived broken. You can check into replacement or refund options here: https://t.co/Ueduyt85xq so we can help resolve this for you. ^BL
",ESCALATE
amz_thread_0051,@116096 Truly. This is the strangest vampire book I’ve ever received. 😜 cc @43760 @AmazonHelp #misship https://t.co/Zad7Az14Zg,@116095 I'm sorry you received an incorrect item. Have you checked out our return/replacement options here: https://t.co/FRsodhtXKJ? ^FJ,Damaged/Wrong Item,Damaged/Wrong Item,"I’m sorry you received an incorrect item. Have you checked out our return or replacement options here: https://t.co/FRsodhtXKJ? That should help resolve this for you. ^FJ
",ESCALATE
amz_thread_0003,@115823 I want my amazon payments account CLOSED. dm me please.,"@115822 I am unable to affect your account via Twitter. For real time support, phone or chat use this link: https://t.co/hApLpMlfHN ^CH",Account Access,Account Access,"I’m unable to make changes to your account via Twitter. For real‑time support with closing your Amazon Payments account, please reach out by phone or chat here: https://t.co/hApLpMlfHN ^CH
",ESCALATE
amz_thread_0034,"@115821 being charged for amazon prime &amp; when I go to cancel it, it’s saying I’m not a member😠😠😠",@116083 Hmm... We'd like to take a better look at this with you. Please reach us via phone/chat here: https://t.co/JzP7hlA23B ^KP,Account Access,Account Access,"Hmm… I understand how frustrating that must be. We’d like to take a closer look with you. Please reach us via phone or chat here: https://t.co/JzP7hlA23B so our team can assist further. ^KP
",ESCALATE
amz_thread_0096,"@AmazonHelp no luck on receiving the code by text or call, will I loose my account, yesterday a phone representative tried to help already https://t.co/Yn5SUBQonU",@116849 I'm sorry for the challenge signing in. Please use the link from above again so that we can help. Keep us updated! ^MH,Account Access,Account Access,"I’m sorry for the challenge signing in and not receiving your code. Please try using the link from above again so our team can help further. Keep us updated once you’ve tried. ^MH
",ESCALATE
amz_thread_0011,"Bought an @115821 Echo Show and it won’t recognize a single @AmazonHelp account in our household. WTF, guys?","@115834 Oh no, I'm sorry for the issues! For troubleshooting, please check out our Echo Help pages here: https://t.co/a31c4ynHES ^SG",Account Access,Account Access,"Oh no, I’m sorry for the trouble with your Echo Show not recognizing household accounts. For troubleshooting, please check out our Echo Help pages here: https://t.co/a31c4ynHES so we can guide you through setup. ^SG
",ESCALATE
amz_thread_0080,"@AmazonHelp um, my account was locked as soon as I tried to login on desktop. I still haven’t received an email on how to get it unlocked...",@116612 I'm sorry your account is locked! Please reach out directly to us here: https://t.co/jzvkhdlrK5 so we can take a closer look. ^TN,Account Access,Account Access,"@AmazonHelp um, my account was locked as soon as I tried to login on desktop. I still haven’t received an email on how to get it unlocked...
Provisional: Account Access
Historical Brand Reply (Ref)
@116612 I'm sorry your account is locked! Please reach out directly to us here: https://t.co/jzvkhdlrK5 so we can take a closer look. ^TN",ESCALATE
amz_thread_0156,@AmazonHelp It looks as though someone has changed the email address linked to my acct &amp; I can no longer log in. Help!,"@117632 We're here to help! Please, reach us phone or e-mail so we can investigate: https://t.co/jzvkhdlrK5 ^EB",Account Access,Account Access,"We’re here to help! Since it looks like your account email may have been changed, please reach us by phone or email so we can investigate securely: https://t.co/jzvkhdlrK5 ^EB
",ESCALATE
amz_thread_0032,@AmazonHelp You have to log in. I don't remember the email address I used. Can you look up the account by my bank information?,@116082 It would be best if you get in touch with us by phone or chat.use this link to do so: https://t.co/hApLpMlfHN ^CH,Account Access,Account Access,"For your security, we’re unable to look up accounts using bank information. It would be best if you get in touch with us by phone or chat so we can help recover your account: https://t.co/hApLpMlfHN ^CH
",ESCALATE
amz_thread_0124,"@AmazonHelp Still not working. They sent me a link to reset the password, try and sign in with new password and still locked out.",@116932 Did information get sent to our Accounts Specialists to look into when you contacted in? ^DO,Account Access,Account Access,"I’m sorry you’re still locked out even after resetting your password. Did the information get sent to our Account Specialists when you contacted us? They’ll be able to investigate further. ^DO
",ESCALATE
amz_thread_0155,@AmazonHelp Hello? So how do I contact someone if I can't log in?! I'm really concerned about what is happening with my acct and who has access to it!,@117632 Hi Emma. I understand. You can use this link (which doesn't require a log in) to get in touch: https://t.co/zYVX1Qi29G ^DC,Account Access,Account Access,"Hi there, I understand your concern. You can use this link (which doesn’t require logging in) to get in touch with us directly: https://t.co/zYVX1Qi29G so we can review your account securely. ^DC
",ESCALATE
amz_thread_0233,@115851 my Amazonid is __email__ is blocked since 3months please unblock it.,"@118231 Hi, you should have received an email with an update over your account. We will not be check this for you. ^RW",Account Access,Account Access,"Hi, I understand your concern. You should have received an email with an update about your account status. We’re unable to check or unblock accounts via Twitter. Please refer to that email for next steps. ^RW
",ESCALATE
amz_thread_0031,@AmazonHelp Thats the thing I told customer service. I created a new email address for the Prime trial and forgot it. What can I do so I'm not charged?,@116082 Hey Corey! Even on the new account you made you can turn of the auto renew through the same link ^SK posted for you. ^AJ,Account Access,Account Access,"Hey there! Even on the new account you created, you can turn off auto‑renew through the same link previously shared. That way you won’t be charged after the trial. ^AJ
",ESCALATE
amz_thread_0081,@AmazonHelp I can’t log in because it’s locked.,"@116612 The link ^TN provided will allow you to contact us without signing in! Select ""skip log in"" and you'll be in touch in no time! ^VB",Account Access,Account Access,"I’m sorry your account is locked and you can’t log in. The link previously shared will allow you to contact us without signing in—just select “skip log in” and you’ll be connected with support right away! ^VB
",ESCALATE
amz_thread_0249,@115821 WTF MAN. YALL LET SOME RANDO CHANGE MY EMAIL TO MY ACCOUNT AND NOW I CANT LOG IN. FIX IT!!!!!,"@118498 I'm so sorry about that, Alexis. When you can, please reach us here so we can better assist: https://t.co/hApLpMlfHN ^BL",Account Access,Account Access,"I’m so sorry this happened. Since it looks like your account email may have been changed, please reach us by phone or chat so we can investigate securely: https://t.co/hApLpMlfHN ^BL
",ESCALATE
amz_thread_0033,"@AmazonHelp I have tried. It’s not allowing me to access my account to cancel my membership, I haven’t even used prime in almost 3 months.",@116083 I'm sorry to hear you're not able to access your account. Please use this link instead to contact us: https://t.co/zYVX1Qi29G. ^LH,Account Access,Account Access,"I’m sorry to hear you’re not able to access your account to cancel Prime. Please use this link instead to contact us directly: https://t.co/zYVX1Qi29G — it doesn’t require logging in. ^LH
",ESCALATE
amz_thread_0097,@AmazonHelp Im not receiving 2step code by text or call in my smartphone can't log in into my account already got help by phone with no luck,@116849 Sorry you're having problems logging in. Please let us know which Amazon site you are using (.com .es). Thanks. ^SE,Account Access,Account Access,"Sorry you’re having problems logging in and not receiving your 2‑step code. Could you let us know which Amazon site you’re using (.com, .es, etc.) so we can guide you further? ^SE
",ESCALATE
amz_thread_0020,"@AmazonHelp delivery I paid for today,didn’t arrive.why not?i paid enough for it.where is it??I’m unhappy.refund the delivery charge",@115842 Oh no! Please contact us via phone/chat here: https://t.co/JzP7hlA23B We're unable to view order details via Twitter. ^KL,Refund Inquiry,Refund Inquiry,"Oh no! I’m sorry your delivery didn’t arrive today. We’re unable to view order details via Twitter, but please contact us via phone or chat here: https://t.co/JzP7hlA23B so we can assist with your delivery charge refund. ^KL
",ESCALATE
amz_thread_0030,@AmazonHelp I called customer service and was told my membership wouldn't be renewed. I was just charged today. How do I get a refund? https://t.co/SeoQUsA0VA,@116082 Canceling your Prime membership can be done here:https://t.co/MlOxxuNX7N. You'll be shown your estimated refund there. ^SK,Refund Inquiry,Refund Inquiry,"I’m sorry to hear you were charged after being told your membership wouldn’t renew. You can cancel your Prime membership here: https://t.co/MlOxxuNX7N — it will also show your estimated refund. ^SK
",ESCALATE
amz_thread_0110,@AmazonHelp And you guys have officially lost me as a customer. Was promised today...was never shipped. Give me my refund please so I may take my business else where. https://t.co/69tW0B5r9H,@116914 I'm truly sorry for the inconvenience! We don't have access to your account via Twitter. We'd like to help if we can. Please connect with us here so we can assist you: https://t.co/hApLpMlfHN ^MO,Refund Inquiry,Refund Inquiry,"I’m truly sorry for the inconvenience with your order not shipping as promised. We don’t have access to your account via Twitter, but we’d like to help. Please connect with us here so we can assist with your refund: https://t.co/hApLpMlfHN ^MO
",ESCALATE
amz_thread_0064,@AmazonHelp i mailed amazonuk so many time. but i havent got any progress.customer care just saying thats in the billing section.no i havent got refund,@116321 Have you had a chance to speak with your bank regarding the refund? ^EA,Refund Inquiry,Refund Inquiry,"I’m sorry you haven’t seen progress with your refund after contacting us multiple times. Have you had a chance to speak with your bank regarding the refund status? ^EA
",ESCALATE
amz_thread_0061,Erm @AmazonHelp I bought this item for £5.99... why am I only getting £1.67 back?! https://t.co/lb33bFOcW0,@116318 We'd like to take a closer look into this refund for you. Please reach us at:https://t.co/JzP7hlA23B ^CC,Refund Inquiry,Refund Inquiry,"I’m sorry for the confusion with your refund amount. We’d like to take a closer look into this for you. Please reach us here so we can assist: https://t.co/JzP7hlA23B ^CC
",ESCALATE
amz_thread_0162,"Worst experience in shopping no product no refund , been 40 days. F&amp;@694 it @115821",@117789 Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. 2/2 ^HD,Refund Inquiry,Refund Inquiry,"I’m sorry for the confusion with your refund amount. We’d like to take a closer look into this for you. Please reach us here so we can assist: https://t.co/JzP7hlA23B ^CC
",ESCALATE
amz_thread_0213,@AmazonHelp you keep insisting you havnt taken any money from me dispite proof! #givememymoneyback https://t.co/CeRSmNOEdK,"@118083 Thanks for reaching out, Gemma! We have responded to your direct message. Please respond to us there! ^HM",Refund Inquiry,Refund Inquiry,"Thanks for reaching out. We’ve responded to your direct message — please reply to us there so we can review your proof and assist further! ^HM
",ESCALATE
amz_thread_0157,Haha @117634 has been sneakily charging me $9.99 SINCE FEBRUARY for a service I never use💩🙈👎 $90 gone!!! Thanks @AmazonHelp,@117633 Oh no! We'd like to review these charges and available options with you. Please reach us here: https://t.co/hApLpMlfHN. ^EZ,Refund Inquiry,Refund Inquiry,"Oh no! We'd like to review these charges and available options with you. Please reach us here: https://t.co/hApLpMlfHN ^EZ
",ESCALATE
